date,source_type,page,section,brand,offer,product_type
2026-07-28,页面,Travel & Entertainment,Days Out,Twycross Zoo,Save 15% on Animal Experiences & Early Bird Tours,Tours & Tickets
2026-07-28,页面,Travel & Entertainment,Days Out,Team Sport,15% Discount,Other
2026-07-28,页面,Travel & Entertainment,Days Out,Love to Visit,Extra 5% Off,Other
2026-07-28,页面,Travel & Entertainment,Days Out,Chessington World of Adventures,10% Off Short Breaks,Tours & Tickets
2026-07-28,页面,Travel & Entertainment,Events,Cineworld,25% Off Unlimited Card,Other
2026-07-28,页面,Travel & Entertainment,Events,Virgin Experience Days,20% Off Gifts for Couples,Other
2026-07-28,页面,Travel & Entertainment,Events,Manchester City Football Club,Manchester City Stadium Tours From £18,Tours & Tickets
2026-07-28,页面,Travel & Entertainment,Events,Fever,10% Off,Other
2026-07-28,页面,Travel & Entertainment,Streaming Services,Apple Music,Get 1 month free,Other
2026-07-28,页面,Travel & Entertainment,Streaming Services,Apple Music,Only £5.99/month & free access to TV,Other
2026-07-28,页面,Travel & Entertainment,Streaming Services,Prime Video,30 Day Free Trial of Prime Video Channels,Other
2026-07-28,页面,Travel & Entertainment,Streaming Services,Amazon Audible,30-day free trial,Other
2026-07-28,页面,Travel & Entertainment,Streaming Services,Amazon Music Unlimited,£0.99 for 3 months,Other
2026-07-28,页面,Travel & Entertainment,Streaming Services,Deezer,"1 month free, then £5.99/month",Other
2026-07-28,页面,Travel & Entertainment,Streaming Services,Audible,Amazon Audible 30-day free trial,Other
2026-07-28,页面,Travel & Entertainment,Streaming Services,Amazon,Music Unlimited £0.99 for 3 months,Other
2026-07-28,页面,Travel & Entertainment,Streaming Services,Audible,30-day free trial,Other
2026-07-28,页面,Travel & Entertainment,Streaming Services,Amazon,£0.99 for 3 months,Other
2026-07-28,页面,Travel & Entertainment,All Travel & Entertainment,Junkyard Golf Club,"50% Off Walk Ins At Leeds, Liverpool, Newcastle and Manchester",Other
2026-07-28,页面,Travel & Entertainment,All Travel & Entertainment,Airbnb,10% Off your first Airbnb stay,Hotels / Accommodation
2026-07-28,页面,Travel & Entertainment,All Travel & Entertainment,Uber Rides,£10 Off your first ride with Uber,Other
2026-07-28,页面,Travel & Entertainment,All Travel & Entertainment,Wowcher,10% Off Discount,Other
2026-07-28,页面,Travel & Entertainment,All Travel & Entertainment,Uber Rides,£5 Off your first UberXL trip,Other
2026-07-28,页面,Travel & Entertainment,All Travel & Entertainment,Uber Rides,£5 Off on First Train Ticket with Uber,UK & Europe Train Tickets
2026-07-28,页面,Travel & Entertainment,All Travel & Entertainment,Wowcher,10% Off Discount Exclusive,Other
2026-07-28,页面,Transport,Transport,Uber Rides,£10 Off your first ride with Uber,Other
2026-07-28,页面,Transport,Transport,Uber Rides,£5 Off your first UberXL trip,Other
2026-07-28,页面,Transport,Transport,Uber Rides,£5 Off on First Train Ticket with Uber,UK & Europe Train Tickets
2026-07-28,页面,Transport,Transport,Trip.com,Get Up to £12 Off UK Train Tickets,UK & Europe Train Tickets
2026-07-28,页面,Transport,Transport,Qatar Airways,"Save up to 10% and earn up to 4,000 Bonus Avios",Flights
2026-07-28,页面,Transport,Transport,Trip.com,15% Off Trains For New Customers,UK & Europe Train Tickets
2026-07-28,页面,Transport,Transport,Trip.com,Get Up to £12 Off UK Train Tickets 3 days,UK & Europe Train Tickets
2026-07-28,页面,Transport,Transport,Europcar,Save up to 20% on Italy Car Rentals,Car Rental
2026-07-28,页面,Transport,Transport,Klook,Up to 50% Off with Stay+,Hotels / Accommodation
2026-07-28,页面,Transport,Transport,TrainPal,15% off trains for new customers,UK & Europe Train Tickets
2026-07-28,页面,Transport,Transport,TrainPal,15% off trains for new customers 5 days,UK & Europe Train Tickets
2026-07-28,页面,Transport,Transport,RAC,Up to 40% Off RAC Breakdown Cover!*,Other
2026-07-28,页面,Transport,Transport,TrainPal,23% Off UK Railcards,Railcard
2026-07-28,页面,Transport,Transport,Trip.com,£8 Off Railcards for New Users,Railcard
2026-07-28,页面,Transport,Transport,Trip.com,£8 Off Railcards for New Users 3 days,Railcard
2026-07-28,页面,Transport,Transport,OMIO,7% Off Travel for New Customers,Other
2026-07-28,页面,Transport,Transport,Europcar,Save up to 15% on your car hire,Car Rental
2026-07-28,页面,Transport,Transport,Klook,Up to 15% Off Travel Deals,Other
2026-07-28,页面,Transport,Transport,Omio,7% Off Travel for New Customers Exclusive,Other
2026-07-28,页面,Transport,Transport,Emirates,Up to 10% Off Economy and Business Class Flights,Flights
2026-07-28,页面,Transport,Transport,Qatar Airways,Fly to Formula 1® & save up to 12%*,Flights
2026-07-28,页面,Transport,Transport,Qatar Airways,Fly to Formula 1® & save up to 12%* Exclusive,Flights
2026-07-28,页面,Transport,Transport,Qatar Airways,Fly to MotoGP™ & Save up to 10%*,Flights
2026-07-28,页面,Transport,Transport,Trip.com,10% Off Car Rental,Car Rental
2026-07-28,页面,Transport,Transport,Trip.com,5% Off coaches for new users,Bus / Coach
2026-07-28,页面,Transport,Transport,Qatar Airways,Fly to MotoGP™ & Save up to 10%* Exclusive,Flights
